-7030,6710,-7030,6710
617,1490,617,1490
-165,3599,-165,3599
4721,2181,4721,2181
1105,-211,1105,-211
4002,5096,4002,5096
18964,2556,18964,2556
7760,-9197,7760,-9197
-6830,-4327,-6830,-4327
3281,5718,3281,5718
7327,157,7327,157
8397,3612,8397,3612
13454,13733,13454,13733
5495,7803,5495,7803
2787,5645,2787,5645
6595,7712,6595,7712
-3921,189,-3921,189
-13475,-798,-13475,-798
-11600,2414,-11600,2414
-6108,4508,-6108,4508
-568,5991,-568,5991
-822,-6850,-822,-6850
-2307,-11226,-2307,-11226
-919,3992,-919,3992
-1236,3142,-1236,3142
2308,-4169,2308,-4169
6705,-704,6705,-704
270,-4503,270,-4503
-9098,-3317,-9098,-3317
-7065,6436,-7065,6436
1593,853,1593,853
1110,-8699,1110,-8699
-4573,-2738,-4573,-2738
-5125,7681,-5125,7681
-8640,5620,-8640,5620
-8269,-665,-8269,-665
-116,771,-116,771
-6138,-5523,-6138,-5523
-9227,-8686,-9227,-8686
7647,7482,7647,7482
7801,4473,7801,4473
-5320,-8902,-5320,-8902
-2739,6026,-2739,6026
-1336,10515,-1336,10515
-2377,-1537,-2377,-1537
1215,4162,1215,4162
-5723,2011,-5723,2011
-8140,-6836,-8140,-6836
853,940,853,940
-2003,-1368,-2003,-1368
-6167,-9833,-6167,-9833
-634,-1132,-634,-1132
-1252,5335,-1252,5335
-4231,3271,-4231,3271
-1513,7250,-1513,7250
2239,9174,2239,9174
4497,-4061,4497,-4061
-3,-14137,-3,-14137
-3490,-3954,-3490,-3954
6258,-378,6258,-378
13173,-6210,13173,-6210
6798,6317,6798,6317
2498,10590,2498,10590
6251,-5948,6251,-5948
12361,-6405,12361,-6405
11137,1106,11137,1106
-2817,1578,-2817,1578
-8591,6475,-8591,6475
4250,6341,4250,6341
10958,3492,10958,3492
6249,1539,6249,1539
809,-9728,809,-9728
-10766,-5747,-10766,-5747
-15781,15301,-15781,15301
-4282,14179,-4282,14179
225,-115,225,-115
-1451,-3936,-1451,-3936
5730,-8012,5730,-8012
6266,-7740,6266,-7740
-808,5044,-808,5044
-3155,8701,-3155,8701
-7509,-554,-7509,-554
-7915,1741,-7915,1741
1089,9885,1089,9885
2125,3552,2125,3552
-5678,-4656,-5678,-4656
-6954,-4779,-6954,-4779
-126,-3544,-126,-3544
-457,-2224,-457,-2224
-12760,-5224,-12760,-5224
-6502,-3983,-6502,-3983
16637,3747,16637,3747
6826,-432,6826,-432
-16095,3912,-16095,3912
-7495,18219,-7495,18219
-3921,620,-3921,620
-14272,-15601,-14272,-15601
-3205,-3694,-3205,-3694
3293,-7649,3293,-7649
-6925,-9024,-6925,-9024
-4079,5631,-4079,5631
-1216,-3480,-1216,-3480
-4168,-7067,-4168,-7067
2107,10403,2107,10403
-1531,8865,-1531,8865
-10726,-807,-10726,-807
-1711,-7136,-1711,-7136
5462,-10052,5462,-10052
1787,5376,1787,5376
5635,9295,5635,9295
9799,-3818,9799,-3818
4046,2168,4046,2168
-598,7066,-598,7066
3561,-2524,3561,-2524
7205,-2756,7205,-2756
356,754,356,754
-4218,4945,-4218,4945
909,11902,909,11902
-1752,9690,-1752,9690
-5078,5011,-5078,5011
7507,2303,7507,2303
11591,-2735,11591,-2735
-1065,-2530,-1065,-2530
-873,1532,-873,1532
7627,4335,7627,4335
3988,4929,3988,4929
-402,990,-402,990
-4442,-559,-4442,-559
-12734,1140,-12734,1140
-4764,1450,-4764,1450
8358,4436,8358,4436
1497,6177,1497,6177
1134,3412,1134,3412
10113,-739,10113,-739
-2511,-4292,-2511,-4292
-13872,2899,-13872,2899
-10783,10723,-10783,10723
-13872,-1212,-13872,-1212
-4839,-11897,-4839,-11897
9097,-4363,9097,-4363
-3380,2308,-3380,2308
-12405,-2035,-12405,-2035
-2467,-10379,-2467,-10379
2853,-6240,2853,-6240
1498,7742,1498,7742
-8476,2856,-8476,2856
-11964,-6676,-11964,-6676
3492,3008,3492,3008
3976,5456,3976,5456
-4553,1434,-4553,1434
2872,7707,2872,7707
1469,1685,1469,1685
-4757,-6999,-4757,-6999
-4260,100,-4260,100
-11263,-1950,-11263,-1950
-7765,-7725,-7765,-7725
-573,-1287,-573,-1287
-7253,1593,-7253,1593
104,5717,104,5717
4866,11520,4866,11520
-7972,7321,-7972,7321
351,6437,351,6437
10938,800,10938,800
1015,-10603,1015,-10603
-3940,3559,-3940,3559
-9162,11587,-9162,11587
-8677,-16114,-8677,-16114
3620,-23929,3620,-23929
-2109,-3976,-2109,-3976
-6003,-680,-6003,-680
3712,-1067,3712,-1067
-8505,6517,-8505,6517
-19463,3367,-19463,3367
-9504,-2090,-9504,-2090
-7225,-294,-7225,-294
-2408,-311,-2408,-311
9688,-2530,9688,-2530
6861,-673,6861,-673
180,4452,180,4452
-1056,3575,-1056,3575
-1230,-3027,-1230,-3027
4364,-3422,4364,-3422
7527,-1263,7527,-1263
3906,-4644,3906,-4644
1741,-5601,1741,-5601
-2720,-1507,-2720,-1507
-3981,421,-3981,421
8145,353,8145,353
9349,-210,9349,-210
-10907,-5554,-10907,-5554
-12213,-11902,-12213,-11902
5419,-8465,5419,-8465
-1369,1567,-1369,1567
-11491,7220,-11491,7220
-664,3008,-664,3008
-2349,-8493,-2349,-8493
-5833,-6847,-5833,-6847
8432,9983,8432,9983
6227,10868,6227,10868
-2609,1216,-2609,1216
9415,2853,9415,2853
16885,-1514,16885,-1514
7757,-11179,7757,-11179
-7185,-10110,-7185,-10110
-14300,-7346,-14300,-7346
-2828,513,-2828,513
3637,13039,3637,13039
-948,15028,-948,15028
2260,12184,2260,12184
-362,5132,-362,5132
-4800,-2317,-4800,-2317
1614,5698,1614,5698
-3717,11293,-3717,11293
-10533,2428,-10533,2428
-593,-3760,-593,-3760
2812,-4334,2812,-4334
-1340,-1444,-1340,-1444
665,-1382,665,-1382
933,-1192,933,-1192
-3493,11383,-3493,11383
-2308,7667,-2308,7667
13010,-9453,13010,-9453
21429,3447,21429,3447
4693,10013,4693,10013
-6420,-9223,-6420,-9223
1055,-4249,1055,-4249
8043,4820,8043,4820
9290,-7448,9290,-7448
-2283,-10941,-2283,-10941
-8073,-8213,-8073,-8213
4468,-1615,4468,-1615
-4400,6081,-4400,6081
-15966,-4948,-15966,-4948
3209,-4035,3209,-4035
3645,12104,3645,12104
-9310,-769,-9310,-769
2958,-16958,2958,-16958
6352,-7071,6352,-7071
1826,3263,1826,3263
7525,5674,7525,5674
1446,2146,1446,2146
-282,-1951,-282,-1951
7695,2613,7695,2613
4427,2410,4427,2410
5006,628,5006,628
1729,9225,1729,9225
-11328,11693,-11328,11693
-5415,3679,-5415,3679
1717,-6305,1717,-6305
-4145,-11403,-4145,-11403
69,895,69,895
2893,13576,2893,13576
128,6672,128,6672
6864,148,6864,148
9334,1830,9334,1830
6712,2442,6712,2442
7885,6788,7885,6788
-1798,5709,-1798,5709
-16869,-4520,-16869,-4520
-11282,-4042,-11282,-4042
4459,-5983,4459,-5983
-2967,-21600,-2967,-21600
-18692,-10337,-18692,-10337
-8133,17671,-8133,17671
5495,8143,5495,8143
1433,-4827,1433,-4827
3335,11815,3335,11815
9566,7750,9566,7750
7636,-10193,7636,-10193
4761,-918,4761,-918
4319,4322,4319,4322
8027,-2623,8027,-2623
859,3796,859,3796
-12368,7204,-12368,7204
6649,4740,6649,4740
23006,7560,23006,7560
-3952,4080,-3952,4080
-17084,2104,-17084,2104
756,7396,756,7396
8440,4450,8440,4450
5866,896,5866,896
-1637,6276,-1637,6276
-3276,8367,-3276,8367
7570,1195,7570,1195
4773,-8840,4773,-8840
-739,-11372,-739,-11372
6162,-5973,6162,-5973
3770,-2555,3770,-2555
-1262,1351,-1262,1351
-5287,7877,-5287,7877
-11348,7286,-11348,7286
-4388,4277,-4388,4277
-3560,6284,-3560,6284
-7677,3145,-7677,3145
2734,-1627,2734,-1627
-1374,3685,-1374,3685
-5331,3458,-5331,3458
9276,-5836,9276,-5836
1976,560,1976,560
-1290,13906,-1290,13906
15010,8847,15010,8847
1848,-1931,1848,-1931
-10494,1142,-10494,1142
-280,11339,-280,11339
278,6907,278,6907
9125,-8898,9125,-8898
12942,-3027,12942,-3027
-5119,9155,-5119,9155
319,-3576,319,-3576
11733,-5294,11733,-5294
549,7468,549,7468
-2815,-2332,-2815,-2332
-1379,-5124,-1379,-5124
-452,8242,-452,8242
4791,5587,4791,5587
2119,8138,2119,8138
4318,15236,4318,15236
362,187,362,187
-18090,-7023,-18090,-7023
-8745,1628,-8745,1628
7194,-1607,7194,-1607
-2491,-6876,-2491,-6876
275,-4515,275,-4515
9101,-4164,9101,-4164
3443,-4893,3443,-4893
3629,-3473,3629,-3473
1951,-1776,1951,-1776
-2959,-3444,-2959,-3444
1665,-6430,1665,-6430
7927,-4380,7927,-4380
16065,3474,16065,3474
14202,9331,14202,9331
1924,1861,1924,1861
3103,-3115,3103,-3115
-1415,8750,-1415,8750
-10943,7963,-10943,7963
2338,2053,2338,2053
7447,16385,7447,16385
1704,12321,1704,12321
9265,-2592,9265,-2592
1983,9456,1983,9456
-7554,7753,-7554,7753
2069,-8179,2069,-8179
-3715,-5382,-3715,-5382
-9585,-7335,-9585,-7335
3405,1767,3405,1767
3569,21996,3569,21996
954,1881,954,1881
2043,-15201,2043,-15201
-5490,3626,-5490,3626
6053,-1296,6053,-1296
18546,-18732,18546,-18732
-964,-9187,-964,-9187
-8760,408,-8760,408
2986,-1110,2986,-1110
-120,-608,-120,-608
-4347,3099,-4347,3099
-8476,3211,-8476,3211
-15684,-5710,-15684,-5710
-605,-6441,-605,-6441
12842,4573,12842,4573
534,4647,534,4647
-5552,-1203,-5552,-1203
-4740,81,-4740,81
